cmdCode,cmdDesc,partnerCode,partnerISO,partnerDesc,fobvalue,primaryValue,export_usd
23,"Food industries, residues and wastes thereof; prepared animal fodder",598,PNG,Papua New Guinea,7879.781,7879.781,7879.781
25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",598,PNG,Papua New Guinea,3815790.457,3815790.457,3815790.457
28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",598,PNG,Papua New Guinea,23334.28,23334.28,23334.28
29,Organic chemicals,598,PNG,Papua New Guinea,300573.419,300573.419,300573.419
31,Fertilizers,598,PNG,Papua New Guinea,13623595.053,13623595.053,13623595.053
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",598,PNG,Papua New Guinea,423260.654,423260.654,423260.654
37,Photographic or cinematographic goods,598,PNG,Papua New Guinea,17768.88,17768.88,17768.88
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",598,PNG,Papua New Guinea,335836.004,335836.004,335836.004
54,Man-made filaments; strip and the like of man-made textile materials,598,PNG,Papua New Guinea,441760.798,441760.798,441760.798
57,Carpets and other textile floor coverings,598,PNG,Papua New Guinea,2222.051,2222.051,2222.051
65,Headgear and parts thereof,598,PNG,Papua New Guinea,19786.562,19786.562,19786.562
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",598,PNG,Papua New Guinea,2116.544,2116.544,2116.544
72,Iron and steel,598,PNG,Papua New Guinea,3877219.29,3877219.29,3877219.29
74,Copper and articles thereof,598,PNG,Papua New Guinea,23655.062,23655.062,23655.062
75,Nickel and articles thereof,598,PNG,Papua New Guinea,3166.672,3166.672,3166.672
78,Lead and articles thereof,598,PNG,Papua New Guinea,23.875,23.875,23.875
89,"Ships, boats and floating structures",598,PNG,Papua New Guinea,2387563.2,2387563.2,2387563.2
92,Musical instruments; parts and accessories of such articles,598,PNG,Papua New Guinea,739.44,739.44,739.44
93,Arms and ammunition; parts and accessories thereof,598,PNG,Papua New Guinea,199.68,199.68,199.68
95,"Toys, games and sports requisites; parts and accessories thereof",598,PNG,Papua New Guinea,27078.998,27078.998,27078.998
08,"Fruit and nuts, edible; peel of citrus fruit or melons",760,SYR,Syria,658803.2,658803.2,658803.2
09,"Coffee, tea, mate and spices",760,SYR,Syria,683449.22,683449.22,683449.22
29,Organic chemicals,760,SYR,Syria,80000.0,80000.0,80000.0
52,Cotton,760,SYR,Syria,78896.4,78896.4,78896.4
08,"Fruit and nuts, edible; peel of citrus fruit or melons",548,VUT,Vanuatu,600.0,600.0,600.0
09,"Coffee, tea, mate and spices",548,VUT,Vanuatu,8568.0,8568.0,8568.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",548,VUT,Vanuatu,27636.5,27636.5,27636.5
25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",548,VUT,Vanuatu,1227.35,1227.35,1227.35
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",548,VUT,Vanuatu,1.47,1.47,1.47
52,Cotton,548,VUT,Vanuatu,2426.67,2426.67,2426.67
65,Headgear and parts thereof,548,VUT,Vanuatu,607.5,607.5,607.5
66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",548,VUT,Vanuatu,510.13,510.13,510.13
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,8,ALB,Albania,8577.756,8577.756,8577.756
54,Man-made filaments; strip and the like of man-made textile materials,8,ALB,Albania,42047.71,42047.71,42047.71
57,Carpets and other textile floor coverings,8,ALB,Albania,98.0,98.0,98.0
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",10,ATA,Antarctica,1779.26,1779.26,1779.26
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",12,DZA,Algeria,7625889.33,7625889.33,7625889.33
08,"Fruit and nuts, edible; peel of citrus fruit or melons",12,DZA,Algeria,145317.18,145317.18,145317.18
09,"Coffee, tea, mate and spices",12,DZA,Algeria,13946557.8,13946557.8,13946557.8
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,12,DZA,Algeria,14202.63,14202.63,14202.63
20,"Preparations of vegetables, fruit, nuts or other parts of plants",12,DZA,Algeria,35697.3,35697.3,35697.3
28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",12,DZA,Algeria,163300.0,163300.0,163300.0
29,Organic chemicals,12,DZA,Algeria,344534.07,344534.07,344534.07
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",12,DZA,Algeria,472134.99,472134.99,472134.99
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",12,DZA,Algeria,1141.797,1141.797,1141.797
54,Man-made filaments; strip and the like of man-made textile materials,12,DZA,Algeria,246080.07,246080.07,246080.07
72,Iron and steel,12,DZA,Algeria,2414869.78,2414869.78,2414869.78
95,"Toys, games and sports requisites; parts and accessories thereof",12,DZA,Algeria,72.27,72.27,72.27
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",398,KAZ,Kazakhstan,66268.329,66268.329,66268.329
05,Animal originated products; not elsewhere specified or included,398,KAZ,Kazakhstan,4185.25,4185.25,4185.25
06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",398,KAZ,Kazakhstan,4924.5,4924.5,4924.5
08,"Fruit and nuts, edible; peel of citrus fruit or melons",398,KAZ,Kazakhstan,103000.0,103000.0,103000.0
09,"Coffee, tea, mate and spices",398,KAZ,Kazakhstan,323475.0,323475.0,323475.0
13,"Lac; gums, resins and other vegetable saps and extracts",858,URY,Uruguay,139750.0,139750.0,139750.0
10,Cereals,524,NPL,Nepal,51098.0,51098.0,51098.0
13,"Lac; gums, resins and other vegetable saps and extracts",524,NPL,Nepal,163788.66,163788.66,163788.66
13,"Lac; gums, resins and other vegetable saps and extracts",757,CHE,Switzerland,11745.0,11745.0,11745.0
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",757,CHE,Switzerland,24232.913,24232.913,24232.913
76,Aluminium and articles thereof,757,CHE,Switzerland,69660.629,69660.629,69660.629
97,Works of art; collectors' pieces and antiques,757,CHE,Switzerland,24705.806,24705.806,24705.806
76,Aluminium and articles thereof,748,SWZ,Eswatini,2.03,2.03,2.03
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",752,SWE,Sweden,268.03,268.03,268.03
76,Aluminium and articles thereof,752,SWE,Sweden,256053.09,256053.09,256053.09
97,Works of art; collectors' pieces and antiques,752,SWE,Sweden,5770.067,5770.067,5770.067
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",112,BLR,Belarus,17043.0,17043.0,17043.0
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",116,KHM,Cambodia,98568.83,98568.83,98568.83
76,Aluminium and articles thereof,116,KHM,Cambodia,162925.05,162925.05,162925.05
10,Cereals,124,CAN,Canada,2298.24,2298.24,2298.24
13,"Lac; gums, resins and other vegetable saps and extracts",124,CAN,Canada,8652740.85,8652740.85,8652740.85
50,Silk,124,CAN,Canada,1334.67,1334.67,1334.67
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",124,CAN,Canada,77013.096,77013.096,77013.096
76,Aluminium and articles thereof,124,CAN,Canada,14642645.611,14642645.611,14642645.611
97,Works of art; collectors' pieces and antiques,124,CAN,Canada,19198.65,19198.65,19198.65
02,Meat and edible meat offal,418,LAO,Lao People's Dem. Rep.,3500.0,3500.0,3500.0
22,"Beverages, spirits and vinegar",418,LAO,Lao People's Dem. Rep.,200.0,200.0,200.0
16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",422,LBN,Lebanon,1966056.2,1966056.2,1966056.2
59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",422,LBN,Lebanon,89.0,89.0,89.0
01,Animals; live,40,AUT,Austria,160.0,160.0,160.0
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",40,AUT,Austria,3242.0,3242.0,3242.0
47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,40,AUT,Austria,6375.0,6375.0,6375.0
67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",40,AUT,Austria,8213.18,8213.18,8213.18
88,"Aircraft, spacecraft, and parts thereof",40,AUT,Austria,1000.0,1000.0,1000.0
01,Animals; live,48,BHR,Bahrain,351.0,351.0,351.0
04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",48,BHR,Bahrain,3575.6,3575.6,3575.6
07,Vegetables and certain roots and tubers; edible,48,BHR,Bahrain,28023.25,28023.25,28023.25
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",48,BHR,Bahrain,5.0,5.0,5.0
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",414,KWT,Kuwait,355563.335,355563.335,355563.335
05,Animal originated products; not elsewhere specified or included,414,KWT,Kuwait,4353.95,4353.95,4353.95
06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",414,KWT,Kuwait,29333.0,29333.0,29333.0
08,"Fruit and nuts, edible; peel of citrus fruit or melons",414,KWT,Kuwait,398584.35,398584.35,398584.35
09,"Coffee, tea, mate and spices",414,KWT,Kuwait,765657.74,765657.74,765657.74
11,"Products of the milling industry; malt, starches, inulin, wheat gluten",414,KWT,Kuwait,3103.0,3103.0,3103.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",414,KWT,Kuwait,311929.0,311929.0,311929.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,414,KWT,Kuwait,2340.0,2340.0,2340.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",414,KWT,Kuwait,625571.1,625571.1,625571.1
23,"Food industries, residues and wastes thereof; prepared animal fodder",414,KWT,Kuwait,35227.36,35227.36,35227.36
25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",414,KWT,Kuwait,4460.0,4460.0,4460.0
29,Organic chemicals,414,KWT,Kuwait,494654.8,494654.8,494654.8
31,Fertilizers,414,KWT,Kuwait,7260.0,7260.0,7260.0
52,Cotton,414,KWT,Kuwait,18304.41,18304.41,18304.41
54,Man-made filaments; strip and the like of man-made textile materials,414,KWT,Kuwait,2546298.3,2546298.3,2546298.3
60,Fabrics; knitted or crocheted,414,KWT,Kuwait,23916.39,23916.39,23916.39
65,Headgear and parts thereof,414,KWT,Kuwait,107800.211,107800.211,107800.211
66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",414,KWT,Kuwait,2029.31,2029.31,2029.31
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",414,KWT,Kuwait,4006.0,4006.0,4006.0
72,Iron and steel,414,KWT,Kuwait,25546.0,25546.0,25546.0
74,Copper and articles thereof,414,KWT,Kuwait,453.54,453.54,453.54
92,Musical instruments; parts and accessories of such articles,414,KWT,Kuwait,27369.34,27369.34,27369.34
95,"Toys, games and sports requisites; parts and accessories thereof",414,KWT,Kuwait,173554.51,173554.51,173554.51
43,Furskins and artificial fur; manufactures thereof,348,HUN,Hungary,137.0,137.0,137.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",348,HUN,Hungary,1883.84,1883.84,1883.84
52,Cotton,348,HUN,Hungary,442850.054,442850.054,442850.054
54,Man-made filaments; strip and the like of man-made textile materials,348,HUN,Hungary,286638.8,286638.8,286638.8
65,Headgear and parts thereof,348,HUN,Hungary,42433.2,42433.2,42433.2
74,Copper and articles thereof,348,HUN,Hungary,7529.571,7529.571,7529.571
92,Musical instruments; parts and accessories of such articles,348,HUN,Hungary,138865.1,138865.1,138865.1
95,"Toys, games and sports requisites; parts and accessories thereof",348,HUN,Hungary,316189.55,316189.55,316189.55
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",434,LBY,Libya,369.0,369.0,369.0
05,Animal originated products; not elsewhere specified or included,434,LBY,Libya,13920.0,13920.0,13920.0
08,"Fruit and nuts, edible; peel of citrus fruit or melons",434,LBY,Libya,170475.0,170475.0,170475.0
09,"Coffee, tea, mate and spices",434,LBY,Libya,369730.0,369730.0,369730.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",434,LBY,Libya,32240.0,32240.0,32240.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",434,LBY,Libya,43992.0,43992.0,43992.0
29,Organic chemicals,434,LBY,Libya,29618.624,29618.624,29618.624
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",434,LBY,Libya,43839.71,43839.71,43839.71
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",434,LBY,Libya,490671.468,490671.468,490671.468
54,Man-made filaments; strip and the like of man-made textile materials,434,LBY,Libya,220457.23,220457.23,220457.23
65,Headgear and parts thereof,434,LBY,Libya,4130.76,4130.76,4130.76
72,Iron and steel,434,LBY,Libya,1428262.7,1428262.7,1428262.7
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",392,JPN,Japan,451499257.507,451499257.507,451499257.507
05,Animal originated products; not elsewhere specified or included,392,JPN,Japan,4549607.725,4549607.725,4549607.725
06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",392,JPN,Japan,5666715.59,5666715.59,5666715.59
08,"Fruit and nuts, edible; peel of citrus fruit or melons",392,JPN,Japan,3113794.12,3113794.12,3113794.12
11,"Products of the milling industry; malt, starches, inulin, wheat gluten",392,JPN,Japan,1982184.608,1982184.608,1982184.608
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",392,JPN,Japan,4409348.013,4409348.013,4409348.013
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,392,JPN,Japan,552711266.653,552711266.653,552711266.653
20,"Preparations of vegetables, fruit, nuts or other parts of plants",392,JPN,Japan,22333586.201,22333586.201,22333586.201
23,"Food industries, residues and wastes thereof; prepared animal fodder",392,JPN,Japan,23841980.271,23841980.271,23841980.271
25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",392,JPN,Japan,3654207.514,3654207.514,3654207.514
26,"Ores, slag and ash",392,JPN,Japan,1898089394.64,1898089394.64,1898089394.64
29,Organic chemicals,392,JPN,Japan,264451203.777,264451203.777,264451203.777
31,Fertilizers,392,JPN,Japan,5094206.032,5094206.032,5094206.032
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",392,JPN,Japan,19427078.118,19427078.118,19427078.118
37,Photographic or cinematographic goods,392,JPN,Japan,10.0,10.0,10.0
43,Furskins and artificial fur; manufactures thereof,392,JPN,Japan,7214.0,7214.0,7214.0
45,Cork and articles of cork,392,JPN,Japan,93.29,93.29,93.29
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",392,JPN,Japan,715508.629,715508.629,715508.629
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",392,JPN,Japan,3856.545,3856.545,3856.545
52,Cotton,392,JPN,Japan,69653403.277,69653403.277,69653403.277
54,Man-made filaments; strip and the like of man-made textile materials,392,JPN,Japan,85772453.449,85772453.449,85772453.449
57,Carpets and other textile floor coverings,392,JPN,Japan,14736378.737,14736378.737,14736378.737
60,Fabrics; knitted or crocheted,392,JPN,Japan,3570409.816,3570409.816,3570409.816
65,Headgear and parts thereof,392,JPN,Japan,13328446.171,13328446.171,13328446.171
66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",392,JPN,Japan,74255.72,74255.72,74255.72
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",392,JPN,Japan,802069372.916,802069372.916,802069372.916
72,Iron and steel,392,JPN,Japan,16707719.943,16707719.943,16707719.943
74,Copper and articles thereof,392,JPN,Japan,36350066.458,36350066.458,36350066.458
75,Nickel and articles thereof,392,JPN,Japan,1283901853.384,1283901853.384,1283901853.384
81,"Metals; n.e.c., cermets and articles thereof",392,JPN,Japan,2554608.638,2554608.638,2554608.638
89,"Ships, boats and floating structures",392,JPN,Japan,41910037.21,41910037.21,41910037.21
92,Musical instruments; parts and accessories of such articles,392,JPN,Japan,103015532.275,103015532.275,103015532.275
93,Arms and ammunition; parts and accessories thereof,392,JPN,Japan,4933605.42,4933605.42,4933605.42
95,"Toys, games and sports requisites; parts and accessories thereof",392,JPN,Japan,44861429.719,44861429.719,44861429.719
20,"Preparations of vegetables, fruit, nuts or other parts of plants",583,FSM,FS Micronesia,128.62,128.62,128.62
23,"Food industries, residues and wastes thereof; prepared animal fodder",583,FSM,FS Micronesia,2939.31,2939.31,2939.31
28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",583,FSM,FS Micronesia,691.98,691.98,691.98
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",583,FSM,FS Micronesia,2673.0,2673.0,2673.0
54,Man-made filaments; strip and the like of man-made textile materials,583,FSM,FS Micronesia,149160.09,149160.09,149160.09
20,"Preparations of vegetables, fruit, nuts or other parts of plants",584,MHL,Marshall Isds,3601.75,3601.75,3601.75
06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",524,NPL,Nepal,1302.0,1302.0,1302.0
08,"Fruit and nuts, edible; peel of citrus fruit or melons",524,NPL,Nepal,1414203.94,1414203.94,1414203.94
09,"Coffee, tea, mate and spices",524,NPL,Nepal,2902236.8,2902236.8,2902236.8
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,524,NPL,Nepal,429.5,429.5,429.5
20,"Preparations of vegetables, fruit, nuts or other parts of plants",524,NPL,Nepal,1690.0,1690.0,1690.0
28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",524,NPL,Nepal,23365.11,23365.11,23365.11
29,Organic chemicals,524,NPL,Nepal,126012.097,126012.097,126012.097
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",524,NPL,Nepal,35759.298,35759.298,35759.298
37,Photographic or cinematographic goods,524,NPL,Nepal,12.0,12.0,12.0
52,Cotton,524,NPL,Nepal,23783.48,23783.48,23783.48
54,Man-made filaments; strip and the like of man-made textile materials,524,NPL,Nepal,35601.94,35601.94,35601.94
65,Headgear and parts thereof,524,NPL,Nepal,54565.68,54565.68,54565.68
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",524,NPL,Nepal,117.62,117.62,117.62
74,Copper and articles thereof,524,NPL,Nepal,2330.0,2330.0,2330.0
92,Musical instruments; parts and accessories of such articles,524,NPL,Nepal,34841.74,34841.74,34841.74
22,"Beverages, spirits and vinegar",152,CHL,Chile,12239.75,12239.75,12239.75
59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",152,CHL,Chile,710.972,710.972,710.972
86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",152,CHL,Chile,10500.0,10500.0,10500.0
01,Animals; live,591,PAN,Panama,1330.0,1330.0,1330.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",591,PAN,Panama,5963249.94,5963249.94,5963249.94
47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,579,NOR,Norway,316708.0,316708.0,316708.0
67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",579,NOR,Norway,9199.0,9199.0,9199.0
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",417,KGZ,Kyrgyzstan,19705.16,19705.16,19705.16
88,"Aircraft, spacecraft, and parts thereof",417,KGZ,Kyrgyzstan,41.0,41.0,41.0
16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",608,PHL,Philippines,296276.43,296276.43,296276.43
22,"Beverages, spirits and vinegar",608,PHL,Philippines,69354620.65,69354620.65,69354620.65
59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",608,PHL,Philippines,615775.408,615775.408,615775.408
80,Tin; articles thereof,608,PHL,Philippines,1605959.48,1605959.48,1605959.48
22,"Beverages, spirits and vinegar",604,PER,Peru,5070.0,5070.0,5070.0
22,"Beverages, spirits and vinegar",598,PNG,Papua New Guinea,1929600.412,1929600.412,1929600.412
16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",508,MOZ,Mozambique,90730.0,90730.0,90730.0
22,"Beverages, spirits and vinegar",508,MOZ,Mozambique,1056.64,1056.64,1056.64
16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",512,OMN,Oman,1463938.5,1463938.5,1463938.5
22,"Beverages, spirits and vinegar",512,OMN,Oman,914820.24,914820.24,914820.24
59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",512,OMN,Oman,45.0,45.0,45.0
16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",724,ESP,Spain,695279.85,695279.85,695279.85
22,"Beverages, spirits and vinegar",724,ESP,Spain,40490.0,40490.0,40490.0
59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",724,ESP,Spain,19026.28,19026.28,19026.28
80,Tin; articles thereof,724,ESP,Spain,10410171.06,10410171.06,10410171.06
16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",710,ZAF,South Africa,645876.5,645876.5,645876.5
22,"Beverages, spirits and vinegar",710,ZAF,South Africa,44310.09,44310.09,44310.09
59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",710,ZAF,South Africa,3233430.768,3233430.768,3233430.768
80,Tin; articles thereof,710,ZAF,South Africa,3758627.77,3758627.77,3758627.77
16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",162,CXR,Christmas Isds,72.62,72.62,72.62
22,"Beverages, spirits and vinegar",162,CXR,Christmas Isds,163.888,163.888,163.888
59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",170,COL,Colombia,158.4,158.4,158.4
04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",512,OMN,Oman,5806.7,5806.7,5806.7
07,Vegetables and certain roots and tubers; edible,512,OMN,Oman,59.5,59.5,59.5
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",512,OMN,Oman,29023937.66,29023937.66,29023937.66
67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",512,OMN,Oman,2475.0,2475.0,2475.0
88,"Aircraft, spacecraft, and parts thereof",512,OMN,Oman,16029.662,16029.662,16029.662
01,Animals; live,524,NPL,Nepal,50.0,50.0,50.0
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",524,NPL,Nepal,65691.7,65691.7,65691.7
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",524,NPL,Nepal,94815.8,94815.8,94815.8
88,"Aircraft, spacecraft, and parts thereof",524,NPL,Nepal,2546.3,2546.3,2546.3
04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",694,SLE,Sierra Leone,253.4,253.4,253.4
01,Animals; live,699,IND,India,800.0,800.0,800.0
07,Vegetables and certain roots and tubers; edible,699,IND,India,274532.5,274532.5,274532.5
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",699,IND,India,9906128.334,9906128.334,9906128.334
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",699,IND,India,7537179082.69,7537179082.69,7537179082.69
47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,699,IND,India,260374405.58,260374405.58,260374405.58
04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",242,FJI,Fiji,63720.54,63720.54,63720.54
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",242,FJI,Fiji,3316676.53,3316676.53,3316676.53
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",242,FJI,Fiji,6466010.32,6466010.32,6466010.32
67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",242,FJI,Fiji,446.42,446.42,446.42
88,"Aircraft, spacecraft, and parts thereof",242,FJI,Fiji,28785.939,28785.939,28785.939
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",246,FIN,Finland,170058.38,170058.38,170058.38
01,Animals; live,392,JPN,Japan,422166.539,422166.539,422166.539
04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",392,JPN,Japan,209025.63,209025.63,209025.63
07,Vegetables and certain roots and tubers; edible,392,JPN,Japan,27461963.641,27461963.641,27461963.641
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",392,JPN,Japan,103724762.021,103724762.021,103724762.021
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",392,JPN,Japan,6668967688.564,6668967688.564,6668967688.564
47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,392,JPN,Japan,12633655.681,12633655.681,12633655.681
67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",392,JPN,Japan,3247410.768,3247410.768,3247410.768
88,"Aircraft, spacecraft, and parts thereof",392,JPN,Japan,164665.4,164665.4,164665.4
91,Clocks and watches and parts thereof,392,JPN,Japan,6190971.958,6190971.958,6190971.958
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",740,SUR,Suriname,7950.0,7950.0,7950.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",740,SUR,Suriname,4704.0,4704.0,4704.0
04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",748,SWZ,Eswatini,897.32,897.32,897.32
91,Clocks and watches and parts thereof,748,SWZ,Eswatini,4.69,4.69,4.69
01,Animals; live,752,SWE,Sweden,205.32,205.32,205.32
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",752,SWE,Sweden,67612.0,67612.0,67612.0
67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",752,SWE,Sweden,432137.32,432137.32,432137.32
